HHI,alpha,diversity_factor,gini,n_genes_final,n_seasons_completed,run_idx,seed,shannon_diversity,top10_newcomer_rate,top10_share,total_battles
2.149543240985574,0.1,0.9999977905225835,0.13613987854059434,5185.0,100.0,15,215,8.462332341639705,0.0,0.00224533121081732,4064367.0
2.1462428869532664,0.1,0.9999978235331418,0.13537938013092893,5185.0,100.0,16,216,8.463828104071421,0.0,0.0022438765488438234,4041343.0
2.120524507868652,0.1,0.999997841941957,0.135246130273302,5250.0,100.0,17,217,8.475769143049616,0.0,0.0022153431817774757,4098537.0
2.145568109464605,0.1,0.9999978228444939,0.13455739085793864,5187.0,100.0,18,218,8.463890302092485,0.0,0.0022401172170262453,4002291.0
2.16000697275619,0.1,0.999997771812587,0.13841307093320804,5162.0,100.0,19,219,8.458339750593113,0.0,0.002262971129416973,3955398.0
2.135946240836268,0.1,0.999997852400107,0.13316969862866013,5205.0,100.0,20,220,8.467775865864713,0.0,0.002228431601004566,4064793.0
2.1338354519382197,0.1,0.9999978219655757,0.13564735314024187,5219.0,100.0,21,221,8.46926509815051,0.0,0.0022296399421157503,4093877.0
2.141483972808028,0.1,0.9999978080929224,0.13613802397327712,5202.0,100.0,22,222,8.466045707164238,0.0,0.0022383558927223253,4051479.0
2.148786919623611,0.1,0.9999977869327726,0.13740673020652747,5188.0,100.0,23,223,8.463195928306618,0.0,0.0022482654200792207,3972501.0
2.1496312481581876,0.1,0.9999978082620956,0.13567358962764361,5180.0,100.0,24,224,8.462435670359227,0.0,0.0022465695251237226,4046571.0
2.116916609841064,0.1,0.999997827360415,0.13682702451800705,5264.0,100.0,25,225,8.47802107606963,0.0,0.0022140946803200345,4066897.0
2.164682954364504,0.1,0.9999978079752927,0.13454183281797452,5140.0,100.0,26,226,8.454887926100083,0.0,0.002260728084851266,4026319.0
2.1043736045697203,0.1,0.9999978522848273,0.13513476488629889,5292.0,100.0,27,227,8.483352977721525,0.0,0.002197140026726741,4127608.0
2.155739339901659,0.1,0.9999977920026238,0.13750702544138285,5168.0,100.0,28,228,8.4600973777287,0.0,0.002257820580898176,3965828.0
2.1400214867215195,0.1,0.9999978116390219,0.13622699266980165,5205.0,100.0,29,229,8.466848360914508,0.0,0.0022374817301829756,4084241.0
2.115071937120665,0.1,0.9999978349886058,0.1365752718677479,5267.0,100.0,30,230,8.478624625575105,0.0,0.002212230601039593,4100297.0
2.1184154289674777,0.1,0.9999978232038258,0.1371917929629791,5261.0,100.0,31,231,8.477075854551268,0.0,0.002216533903894023,4056657.0
2.152874587983261,0.1,0.999997809428127,0.13619419217991938,5171.0,100.0,32,232,8.460713037286858,0.0,0.002252533920564087,4056853.0
2.17195126340044,0.1,0.9999977808124813,0.1364648230194853,5128.0,100.0,33,233,8.452380466286815,0.0,0.0022719213106341253,3969358.0
2.118922763593743,0.1,0.9999978470825751,0.13489541302554475,5253.0,100.0,34,234,8.476310411696193,0.0,0.002213047483059578,4098115.0
2.122034950679012,0.1,0.999997859549657,0.13422046412605407,5241.0,100.0,35,235,8.474806187135728,0.0,0.002216393735513745,4104946.0
2.161584314601157,0.1,0.9999977898771397,0.13597450576171113,5153.0,100.0,36,236,8.456661216661345,0.0,0.002259205743532325,3991374.0
2.1435092741783555,0.1,0.9999978322911828,0.13535797375218273,5190.0,100.0,37,237,8.464972303525203,0.0,0.002241894366314936,4054793.0
2.1574440903040437,0.1,0.9999978199946576,0.1347187285708102,5156.0,100.0,38,238,8.458791667116328,0.0,0.002254482424788163,4016252.0
2.198885687252541,0.1,0.9999977852530054,0.1345546567979678,5057.0,100.0,39,239,8.439469578985744,0.0,0.0022983627173345966,3938475.0
2.113075247655457,0.1,0.9999978477515928,0.13541817182935395,5269.0,100.0,40,240,8.479140109170164,0.0,0.0022079205508043526,4214594.0
2.1329576729894217,0.1,0.9999978417676829,0.13561036475295757,5216.0,100.0,41,241,8.470183137745522,0.0,0.002231521539694825,4032971.0
2.1410970649450167,0.1,0.9999978082674476,0.1358495595879734,5203.0,100.0,42,242,8.466363247025303,0.0,0.0022368915821270588,4080537.0
2.1681607081692045,0.1,0.9999977997270163,0.13476648523004434,5133.0,100.0,43,243,8.45320816731266,0.0,0.0022644302069432143,4031521.0
